##Checked genes Ensembl
##date=20/5/2021
##Gene stable ID	HGNC symbol	Transcript_stable_ID
AT3G49640		AT3G49640.1
AT4G16195	SPH2	AT4G16195.1
AT5G50170		AT5G50170.1
AT1G54520		AT1G54520.1
AT2G11810	MGD3	AT2G11810.1
AT1G09320		AT1G09320.1
AT4G21610	LOL2	AT4G21610.1
AT2G43250		AT2G43250.1
AT1G51940	LYK3	AT1G51940.1
AT1G58080	HISN1A	AT1G58080.1
AT3G54200		AT3G54200.1
AT1G09260		AT1G09260.1
AT4G16008		AT4G16008.1
AT1G17345	SAUR77	AT1G17345.1
AT1G62915		AT1G62915.1
AT2G40050		AT2G40050.1
AT1G07885		AT1G07885.1
AT3G09050		AT3G09050.1
AT3G56000	CSLA14	AT3G56000.1
AT3G60980		AT3G60980.1
AT1G27385		AT1G27385.4
AT2G11271		AT2G11271.1
AT5G13950		AT5G13950.3
AT1G62960	ACS10	AT1G62960.1
AT1G17180	GSTU25	AT1G17180.1
AT3G56010		AT3G56010.1
AT4G12780	AUXI1	AT4G12780.1
AT5G08050		AT5G08050.1
AT1G32630		AT1G32630.1
AT5G22740	CSLA2	AT5G22740.1
AT5G09730	BXL3	AT5G09730.1
AT3G47030		AT3G47030.1
AT4G19560	CYCT1-2	AT4G19560.1
AT1G23130		AT1G23130.1
AT2G33360		AT2G33360.1
AT4G23230	CRK15	AT4G23230.1
AT1G29300	UNE1	AT1G29300.1
AT4G39910	UBP3	AT4G39910.1
AT1G49405		AT1G49405.1
AT1G13480		AT1G13480.1
AT3G27420		AT3G27420.1
AT4G31700	RPS6A	AT4G31700.1
AT1G75840	ARAC5	AT1G75840.1
AT3G63440	CKX6	AT3G63440.1
AT1G65170		AT1G65170.1
AT5G27330		AT5G27330.1
AT1G31555		AT1G31555.1
AT3G12040	MAG	AT3G12040.1
AT5G42785		AT5G42785.1
AT5G13240		AT5G13240.3
AT3G45950		AT3G45950.1
AT1G58370	RXF12	AT1G58370.2
AT4G02850		AT4G02850.1
AT1G14280	PKS2	AT1G14280.1
AT5G07420	PME49	AT5G07420.1
AT2G18560		AT2G18560.1
AT3G29800		AT3G29800.1
AT3G42630		AT3G42630.1
AT5G56590		AT5G56590.1
AT5G09890		AT5G09890.2
AT1G74670	GASA6	AT1G74670.1
AT3G57360		AT3G57360.1
AT2G01760	ARR14	AT2G01760.2
AT1G76290	AEE21	AT1G76290.1
AT5G09610	APUM21	AT5G09610.1
AT1G03760		AT1G03760.1
AT3G57100		AT3G57100.1
AT4G37022		AT4G37022.1
AT1G74840		AT1G74840.1
AT1G80165		AT1G80165.1
AT3G51630	WNK5	AT3G51630.1
AT1G17190	GSTU26	AT1G17190.1
AT5G04090		AT5G04090.6
AT2G07706		AT2G07706.1
AT4G11920	FZR1	AT4G11920.1
AT5G40170	AtRLP54	AT5G40170.1
AT5G50640	CBSCBSPB4	AT5G50640.1
AT1G14480		AT1G14480.1
AT1G80240		AT1G80240.1
AT1G32880		AT1G32880.1
AT2G47140	SDR3B	AT2G47140.1
AT5G15070		AT5G15070.2
AT5G17780		AT5G17780.2
AT5G53730	NHL26	AT5G53730.1
AT3G48140		AT3G48140.1
AT2G21540	SFH3	AT2G21540.2
AT3G49790		AT3G49790.1
AT4G04690	FBX15	AT4G04690.1
AT1G30890		AT1G30890.1
AT1G72520	LOX4	AT1G72520.1
AT2G43630		AT2G43630.1
AT1G23280		AT1G23280.1
AT3G30840		AT3G30840.1
AT3G27027		AT3G27027.1
AT3G18590	ENODL5	AT3G18590.1
AT2G23945		AT2G23945.1
AT3G14000	BRXL2	AT3G14000.2
AT5G41260	BSK8	AT5G41260.1
AT1G12220	RPS5	AT1G12220.2
AT3G17765		AT3G17765.1
AT2G29880		AT2G29880.1
AT1G06540		AT1G06540.1
AT1G66920	LRK10L-2.4	AT1G66920.2
AT4G14675		AT4G14675.1
AT5G19760	DTC	AT5G19760.1
AT5G47990	CYP705A5	AT5G47990.1
AT2G47050		AT2G47050.1
AT3G22930	CML11	AT3G22930.1
AT1G22680		AT1G22680.1
AT1G61260		AT1G61260.1
AT1G02210		AT1G02210.1
AT5G48657		AT5G48657.5
AT3G23200		AT3G23200.1
AT4G32640		AT4G32640.1
AT5G49190	SUS2	AT5G49190.1
AT2G22465		AT2G22465.1
AT4G28840	SPEAR3	AT4G28840.1
AT3G20890		AT3G20890.1
AT4G16215		AT4G16215.1
AT3G62040		AT3G62040.1
AT5G63990	SAL3	AT5G63990.1
AT1G72175		AT1G72175.1
AT1G76550	PFP-ALPHA2	AT1G76550.1
AT1G17860	KTI2	AT1G17860.1
ATCG00760	RPL36	ATCG00760.1
AT1G53980		AT1G53980.1
AT3G03900	APK3	AT3G03900.2
AT3G22421		AT3G22421.1
ATMG01020	ORF153B	ATMG01020.1
AT1G69360		AT1G69360.1
AT1G02270		AT1G02270.1
AT1G07260	UGT71C3	AT1G07260.1
AT2G27260		AT2G27260.1
AT5G54840	SGP1	AT5G54840.1
AT5G40430	MYB22	AT5G40430.1
AT3G22053		AT3G22053.1
AT5G07520	GRP18	AT5G07520.1
AT3G24093		AT3G24093.1
AT5G66310	KIN7H	AT5G66310.1
AT1G43580		AT1G43580.1
AT4G10695		AT4G10695.1
AT4G37250		AT4G37250.1
AT2G23570	MES19	AT2G23570.1
AT5G10020		AT5G10020.1
AT1G26540	DUF3	AT1G26540.1
AT4G22840	BASS6	AT4G22840.1
AT4G23780		AT4G23780.1
AT4G28790	BHLH23	AT4G28790.1
AT3G30390	AVT6A	AT3G30390.2
AT4G03115		AT4G03115.3
AT1G08430	ALMT1	AT1G08430.1
AT5G65300		AT5G65300.1
AT5G04540	MTM2	AT5G04540.1
AT2G31170	SYCO	AT2G31170.1
AT2G39510		AT2G39510.1
AT1G54290		AT1G54290.1
AT1G13340		AT1G13340.1
AT2G32580		AT2G32580.1
AT1G53280	DJ1B	AT1G53280.1
AT4G13620	ERF062	AT4G13620.1
AT3G53560		AT3G53560.2
AT5G01690	CHX27	AT5G01690.1
AT4G33300	ADR1-L1	AT4G33300.1
AT3G03840		AT3G03840.1
AT2G25920		AT2G25920.1
AT1G73840	ESP1	AT1G73840.1
AT4G37850	BHLH25	AT4G37850.1
AT4G21070	BRCA1	AT4G21070.1
AT2G41430	ERD15	AT2G41430.4
AT5G53980	ATHB-52	AT5G53980.1
AT5G06280		AT5G06280.1
AT1G03600	PSB27-1	AT1G03600.1
AT1G29550	EIF4E3	AT1G29550.1
AT1G15850		AT1G15850.1
AT4G30300	ABCE3	AT4G30300.1
AT5G36880	ACS	AT5G36880.2
AT3G62410	CP12-2	AT3G62410.1
AT1G76190		AT1G76190.1
AT5G28500	RAF1.1	AT5G28500.1
AT4G10010		AT4G10010.2
AT3G52170		AT3G52170.2
AT5G19680		AT5G19680.1
AT5G14700		AT5G14700.1
AT3G27475		AT3G27475.2
AT5G49550	BLOS2	AT5G49550.1
AT5G59440	ZEU1	AT5G59440.3
AT1G49910	BUB3.2	AT1G49910.1
AT5G50320	HAG3	AT5G50320.1
AT3G15660	GRXS15	AT3G15660.1
AT5G13840	FZR3	AT5G13840.1
AT1G22330		AT1G22330.1
AT2G27450	CPA	AT2G27450.2
AT2G23980	ATCNGC6	AT2G23980.2
AT2G44300		AT2G44300.1
ATMG00090		ATMG00090.1
AT1G20400		AT1G20400.1
AT2G43480	PER26	AT2G43480.1
AT4G36890	IRX14	AT4G36890.1
AT1G52470		AT1G52470.1
AT3G58700	RPL11C	AT3G58700.1
AT2G35280		AT2G35280.1
AT4G10370		AT4G10370.1
AT2G43280		AT2G43280.1
AT2G40770		AT2G40770.1
AT3G15730	PLDALPHA1	AT3G15730.1
AT1G50660		AT1G50660.1
AT3G19770	VPS9A	AT3G19770.1
AT5G04970	PME47	AT5G04970.1
AT5G08315		AT5G08315.1
AT4G03945		AT4G03945.1
AT4G04870	CLS	AT4G04870.1
AT3G57580		AT3G57580.1
AT5G63530	HIPP07	AT5G63530.1
AT1G13440	GAPC2	AT1G13440.1
AT1G50360	VIII-A	AT1G50360.1
AT5G64960	CDKC-2	AT5G64960.1
AT2G20490	NOP10	AT2G20490.3
AT2G31010		AT2G31010.2
AT2G25280		AT2G25280.1
AT4G28450		AT4G28450.1
AT1G64500		AT1G64500.1
AT5G11230		AT5G11230.1
AT3G57880		AT3G57880.3
AT4G34520	FAE1	AT4G34520.1
AT2G17120	LYM2	AT2G17120.1
AT3G26390		AT3G26390.1
AT2G43190		AT2G43190.5
AT5G58880		AT5G58880.1
AT2G14520	CBSDUF3	AT2G14520.1
AT1G33400	TPR9	AT1G33400.2
AT3G56820		AT3G56820.1
AT3G02600	LPP3	AT3G02600.1
AT5G05740	EGY2	AT5G05740.1
AT1G51960	IQD27	AT1G51960.1
AT3G02555		AT3G02555.2
AT5G59700		AT5G59700.1
AT1G08840	emb2411	AT1G08840.3
AT3G22142		AT3G22142.1
AT5G08180		AT5G08180.1
AT3G46810		AT3G46810.1
AT2G28080	UGT86A2	AT2G28080.1
AT1G03250		AT1G03250.2
AT5G60980		AT5G60980.3
AT1G78220	GF14 PI	AT1G78220.1
AT1G69530	ATEXPA1	AT1G69530.3
AT3G60550	CYCU2-2	AT3G60550.1
AT1G09430	ACLA-3	AT1G09430.1
AT1G30960	ERG	AT1G30960.1
AT5G24020	MIND1	AT5G24020.1
AT1G66080		AT1G66080.1
AT1G08490	NFS2	AT1G08490.1
AT5G22190		AT5G22190.1
AT4G22010	sks4	AT4G22010.1
AT1G61870	PPR336	AT1G61870.1
AT3G03470	CYP89A9	AT3G03470.1
AT5G01910		AT5G01910.1
AT1G32190		AT1G32190.1
AT5G04860		AT5G04860.1
AT2G44000		AT2G44000.1
ATMG00665	NAD5B	ATMG00665.1
AT3G25716		AT3G25716.1
AT4G39830		AT4G39830.1
AT2G46535		AT2G46535.1
AT5G60360	AALP	AT5G60360.3
AT1G72310	ATL3	AT1G72310.1
AT5G66640	DAR3	AT5G66640.5
AT5G39210	CRR7	AT5G39210.1
AT1G54240		AT1G54240.1
AT5G43480		AT5G43480.1
AT1G67265	DVL3	AT1G67265.1
AT2G35710	PGSIP8	AT2G35710.1
AT5G54730	ATG18F	AT5G54730.1
AT1G23500		AT1G23500.1
AT2G18890		AT2G18890.1
AT1G16910	LSH8	AT1G16910.1
AT1G32030		AT1G32030.1
AT5G28020	CYSD2	AT5G28020.1
AT4G26390		AT4G26390.1
AT2G05580		AT2G05580.1
AT4G04265		AT4G04265.1
AT2G25710	HCS1	AT2G25710.1
AT4G21980	APG8A	AT4G21980.2
AT2G47200		AT2G47200.1
AT2G16020		AT2G16020.1
AT1G55620	CLC-F	AT1G55620.2
AT4G28920		AT4G28920.1
AT4G01370	MPK4	AT4G01370.1
AT5G41620		AT5G41620.1
AT2G13610	ABCG5	AT2G13610.1
AT2G21655		AT2G21655.1
AT1G28300	LEC2	AT1G28300.1
AT2G15310	ATARFB1A	AT2G15310.1
AT1G66670	CLPP3	AT1G66670.1
AT5G24800	BZIP9	AT5G24800.1
AT1G11680	CYP51G1	AT1G11680.1
AT3G07790		AT3G07790.1
AT3G17660	AGD15	AT3G17660.2
AT2G35000	ATL9	AT2G35000.1
AT2G03200		AT2G03200.1
AT5G08300		AT5G08300.1
AT1G74675		AT1G74675.1
AT4G20580	CRRSP48	AT4G20580.1
AT4G31490		AT4G31490.3
AT2G27990	BLH8	AT2G27990.1
AT3G56400	WRKY70	AT3G56400.1
AT5G61810		AT5G61810.1
AT1G36230		AT1G36230.1
AT4G26830		AT4G26830.2
AT1G43667		AT1G43667.1
AT4G00840	PAT12	AT4G00840.1
AT2G03000		AT2G03000.1
AT4G33180		AT4G33180.1
AT2G43520	ATTI2	AT2G43520.1
AT2G47780		AT2G47780.1
AT2G16485	NERD	AT2G16485.1
AT4G23373		AT4G23373.1
AT4G39640	GGT1	AT4G39640.2
AT1G02680	TAF13	AT1G02680.1
AT1G11940		AT1G11940.1
AT1G61840		AT1G61840.1
AT3G09230	MYB1	AT3G09230.1
AT1G15150	DTX10	AT1G15150.1
AT5G01070		AT5G01070.1
AT1G76390	PUB43	AT1G76390.2
AT1G53750	RPT1A	AT1G53750.1
AT1G14490		AT1G14490.2
AT1G03350		AT1G03350.1
AT2G18830		AT2G18830.1
AT5G02640		AT5G02640.1
AT3G11945	PDS2	AT3G11945.2
AT3G12020		AT3G12020.3
AT3G19190	ATG2	AT3G19190.2
AT5G02520		AT5G02520.2
AT3G19870		AT3G19870.2
AT5G07350	Tudor1	AT5G07350.2
AT3G60630	SCL22	AT3G60630.1
ATMG01050	ORF159	ATMG01050.1
AT1G33820		AT1G33820.1
AT2G38900		AT2G38900.2
AT5G38310		AT5G38310.1
AT2G31250	HEMA3	AT2G31250.1
AT5G47075	LCR20	AT5G47075.1
AT2G30960		AT2G30960.1
AT5G59410		AT5G59410.1
AT3G57790		AT3G57790.1
AT1G62970		AT1G62970.1
AT1G49960	NAT4	AT1G49960.1
AT2G37990		AT2G37990.1
AT1G68020	TPS6	AT1G68020.2
AT1G56700		AT1G56700.1
AT1G52150	ATHB-15	AT1G52150.2
AT5G27740	RFC3	AT5G27740.1
AT3G11165		AT3G11165.1
AT3G56160	BASS4	AT3G56160.1
AT3G01770	GTE11	AT3G01770.1
AT2G17570		AT2G17570.1
AT3G02700		AT3G02700.1
AT4G12650	TMN12	AT4G12650.1
AT4G14420		AT4G14420.1
AT5G05760	SYP31	AT5G05760.1
AT3G11640		AT3G11640.1
AT4G05097		AT4G05097.1
AT4G13180		AT4G13180.1
AT3G18480	CASP	AT3G18480.1
AT5G50700	HSD1	AT5G50700.1
AT1G78530		AT1G78530.1
AT4G13280	TPS12	AT4G13280.2
AT2G37780		AT2G37780.1
AT1G78740		AT1G78740.1
AT3G26580		AT3G26580.1
AT5G04720	ADR1-L2	AT5G04720.1
AT5G59850	RPS15AF	AT5G59850.1
AT2G17720	P4H5	AT2G17720.1
AT2G40550	ETG1	AT2G40550.1
AT5G12340		AT5G12340.2
AT3G33393		AT3G33393.1
AT1G61320		AT1G61320.1
AT1G47780		AT1G47780.1
AT5G07830	AtGUS2	AT5G07830.1
AT4G21326	ATSBT3.12	AT4G21326.1
AT1G29720	RFK1	AT1G29720.1
AT2G35230	IKU1	AT2G35230.1
AT2G36170	RPL40B	AT2G36170.1
AT5G52045		AT5G52045.1
AT2G25540	CESA10	AT2G25540.1
AT5G63800	BGAL6	AT5G63800.1
AT3G16480	MPPA2	AT3G16480.1
AT2G28105		AT2G28105.1
AT2G05710	ACO3	AT2G05710.1
AT1G15740		AT1G15740.1
AT4G16520	ATG8F	AT4G16520.3
AT4G11350		AT4G11350.1
AT4G02420	LECRK44	AT4G02420.1
AT5G10520	RBK1	AT5G10520.1
AT5G59530		AT5G59530.1
AT1G75700	HVA22G	AT1G75700.3
AT5G66140	PAD2	AT5G66140.1
AT1G77910		AT1G77910.1
AT1G19160		AT1G19160.1
AT1G59950		AT1G59950.1
AT5G06170	SUC9	AT5G06170.1
AT1G48740		AT1G48740.2
AT2G23080	CKA3	AT2G23080.1
AT2G41417		AT2G41417.1
AT1G77145		AT1G77145.1
AT5G25490		AT5G25490.2
ATMG01150	ORF106G	ATMG01150.1
AT5G41310		AT5G41310.1
ATMG00040	ORF315	ATMG00040.1
ATMG00630	ORF110B	ATMG00630.1
AT3G18760		AT3G18760.1
AT5G18937		AT5G18937.1
AT3G19930	STP4	AT3G19930.1
AT4G23850	LACS4	AT4G23850.1
AT4G28880	CKL3	AT4G28880.1
AT5G20320	DCL4	AT5G20320.1
AT3G16140	PSAH1	AT3G16140.1
AT4G22610		AT4G22610.1
AT1G77320	MEI1	AT1G77320.3
AT1G76930	ATEXT4	AT1G76930.1
AT3G11480	BSMT1	AT3G11480.1
AT5G63970	RGLG3	AT5G63970.1
AT4G29305	LCR25	AT4G29305.1
AT3G26237		AT3G26237.1
AT4G35170		AT4G35170.1
AT5G34830		AT5G34830.1
AT4G00955		AT4G00955.2
AT2G01505	CLE16	AT2G01505.1
AT4G22830		AT4G22830.2
AT1G04050	SUVR1	AT1G04050.1
AT1G80750	RPL7A	AT1G80750.1
AT2G30260	U2B''	AT2G30260.1
AT1G70390		AT1G70390.1
AT4G15470	LFG5	AT4G15470.1
AT3G49110	PER33	AT3G49110.1
AT4G30940		AT4G30940.1
AT4G31380	FLP1	AT4G31380.1
AT5G40440	MKK3	AT5G40440.1
AT1G72300	PSY1R	AT1G72300.1
AT2G25690	FLZ11	AT2G25690.1
AT1G50670		AT1G50670.1
AT3G23050	IAA7	AT3G23050.1
AT1G08140	CHX6A	AT1G08140.1
AT5G10900		AT5G10900.2
AT1G51030		AT1G51030.1
AT1G06930		AT1G06930.1
AT1G73885		AT1G73885.1
AT1G49730		AT1G49730.1
AT3G22650	ATSFL61	AT3G22650.2
AT5G43090	APUM13	AT5G43090.1
AT5G17230	PSY	AT5G17230.3
AT4G14305		AT4G14305.1
AT1G44941		AT1G44941.1
AT5G46560		AT5G46560.1
AT3G54180	CDKB1-1	AT3G54180.1
AT1G55775		AT1G55775.1
AT4G18090		AT4G18090.1
AT1G08790		AT1G08790.1
AT5G14040	MPT3	AT5G14040.1
AT5G63100		AT5G63100.1
AT5G05280	ATL73	AT5G05280.1
AT1G64625	BHLH157	AT1G64625.1
AT4G26415		AT4G26415.1
AT5G19340		AT5G19340.1
AT1G44446	CAO	AT1G44446.1
AT3G28890	AtRLP43	AT3G28890.2
AT1G10500	ISCA	AT1G10500.1
AT4G12390	PME1	AT4G12390.1
AT3G47920		AT3G47920.1
AT1G30450	CCC1	AT1G30450.3
AT5G24510		AT5G24510.1
AT1G31860	HISN2	AT1G31860.1
AT4G31073		AT4G31073.1
AT2G10625		AT2G10625.1
AT4G38180	FRS5	AT4G38180.1
AT4G17360	PURU2	AT4G17360.1
AT1G79390		AT1G79390.1
AT5G20890	CCT2	AT5G20890.1
AT2G19780		AT2G19780.1
AT3G02493	RTFL19	AT3G02493.1
AT2G33120	SAR1	AT2G33120.2
AT5G43190		AT5G43190.1
AT1G43620	UGT80B1	AT1G43620.4
AT3G44716		AT3G44716.1
AT1G13570		AT1G13570.1
AT1G07360		AT1G07360.1
AT1G60680	AGD2	AT1G60680.1
AT2G44250		AT2G44250.1
AT4G07868		AT4G07868.1
AT2G29660		AT2G29660.1
AT2G22870	EMB2001	AT2G22870.1
AT2G05755		AT2G05755.1
AT1G28270	RALFL4	AT1G28270.1
AT1G01390		AT1G01390.2
AT1G53470	MSL4	AT1G53470.1
AT5G25080		AT5G25080.1
AT3G03920		AT3G03920.1
AT2G34450		AT2G34450.2
AT2G21680		AT2G21680.1
AT3G24260		AT3G24260.1
AT3G61450	SYP73	AT3G61450.2
AT3G03020		AT3G03020.1
AT5G44780	MORF4	AT5G44780.1
AT4G11610		AT4G11610.1
AT5G28400		AT5G28400.1
AT5G44495		AT5G44495.1
AT1G54690	HTA3	AT1G54690.1
AT2G02470	AL6	AT2G02470.1
AT3G51090		AT3G51090.1
AT4G29030		AT4G29030.1
AT1G12800		AT1G12800.1
AT1G19500		AT1G19500.1
AT5G67350		AT5G67350.1
AT1G60240		AT1G60240.1
AT5G54040		AT5G54040.1
AT1G11580	ATPMEPCRA	AT1G11580.2
AT3G44785		AT3G44785.1
AT1G76710	ASHH1	AT1G76710.3
AT1G79360	OCT2	AT1G79360.1
AT3G16760		AT3G16760.1
AT5G66658		AT5G66658.1
AT3G01516		AT3G01516.2
AT5G01225		AT5G01225.1
AT1G45248		AT1G45248.5
AT1G60470	GOLS4	AT1G60470.1
AT2G01100		AT2G01100.3
AT2G25800		AT2G25800.1
AT4G33565		AT4G33565.1
AT3G58230		AT3G58230.1
AT5G36350		AT5G36350.1
AT4G29730	MSI5	AT4G29730.1
AT3G25990	GT-4	AT3G25990.1
AT3G62920		AT3G62920.1
AT3G21800	UGT71B8	AT3G21800.1
AT3G56920	PAT01	AT3G56920.1
AT5G12070	SPH4	AT5G12070.1
AT2G41510	ATCKX1	AT2G41510.2
AT2G38255		AT2G38255.1
AT2G03480	QUL2	AT2G03480.1
AT4G38490		AT4G38490.1
AT1G17350		AT1G17350.2
AT3G03770		AT3G03770.1
AT1G50420	SCL3	AT1G50420.1
AT1G05450		AT1G05450.2
AT4G21170		AT4G21170.1
AT5G13910	LEP	AT5G13910.1
AT5G27510		AT5G27510.1
AT5G59840		AT5G59840.1
AT2G14755		AT2G14755.1
AT1G06475		AT1G06475.1
AT2G01930	BPC1	AT2G01930.2
AT3G49010	RPL13B	AT3G49010.6
AT3G49420		AT3G49420.2
AT2G33840		AT2G33840.1
AT2G33490		AT2G33490.1
AT3G11120	RPL41G	AT3G11120.1
AT5G03944		AT5G03944.1
AT5G60490	FLA12	AT5G60490.1
AT2G40350		AT2G40350.2
AT3G58260		AT3G58260.1
AT1G58684	RPS2B	AT1G58684.1
AT3G12960		AT3G12960.1
AT5G11300	CYCA2-2	AT5G11300.1
AT5G10410		AT5G10410.1
AT5G51290	CERK	AT5G51290.1
AT2G03440	NRP1	AT2G03440.1
AT5G26594	ARR24	AT5G26594.1
AT1G60390	PGL2	AT1G60390.1
AT1G53570	MAPKKK3	AT1G53570.1
AT2G21600	RER1B	AT2G21600.1
AT4G38660		AT4G38660.1
AT5G37473		AT5G37473.1
AT1G65670	CYP702A1	AT1G65670.1
AT5G09400	POT7	AT5G09400.1
AT5G25450	QCR7-2	AT5G25450.1
AT1G05150		AT1G05150.1
AT2G35050		AT2G35050.1
AT3G02450	FTSHI3	AT3G02450.1
AT5G40890	CLC-A	AT5G40890.1
AT3G23880		AT3G23880.1
AT2G41940	ZFP8	AT2G41940.1
AT3G18610	NUCL2	AT3G18610.1
AT2G42070	NUDT23	AT2G42070.1
AT5G05710		AT5G05710.1
AT2G20495		AT2G20495.3
AT5G56440		AT5G56440.1
AT1G04290		AT1G04290.1
AT5G43540		AT5G43540.1
AT5G46400	AT PRP39-2	AT5G46400.1
AT1G32770	NAC012	AT1G32770.1
AT1G27740	BHLH54	AT1G27740.1
AT1G13470		AT1G13470.1
AT2G44578		AT2G44578.1
AT2G02800	PBL3	AT2G02800.1
AT1G35230	AGP5	AT1G35230.1
AT4G26760	MAP65-2	AT4G26760.1
AT3G47440	TIP5-1	AT3G47440.1
AT1G08920	ESL1	AT1G08920.2
AT3G55350		AT3G55350.1
AT5G43720		AT5G43720.1
AT5G12870	MYB46	AT5G12870.1
AT1G36627		AT1G36627.1
AT3G50280		AT3G50280.1
AT4G26060		AT4G26060.1
AT1G16340	ATKDSA2	AT1G16340.4
AT3G16400	NSP1	AT3G16400.1
AT4G08370		AT4G08370.1
AT5G56795	MT1B	AT5G56795.1
AT1G79040	PSBR	AT1G79040.1
AT4G28025		AT4G28025.1
AT4G04040	PFP-BETA2	AT4G04040.1
AT1G70680	PXG5	AT1G70680.1
AT3G11060		AT3G11060.1
AT2G20805		AT2G20805.1
AT5G54830		AT5G54830.1
AT1G08770	PRA1E	AT1G08770.1
AT1G60780	AP1M2	AT1G60780.1
AT3G04790	RPI3	AT3G04790.1
AT2G22088		AT2G22088.1
AT5G08415	LIP1P	AT5G08415.1
AT2G34750		AT2G34750.1
ATMG00290	RPS4	ATMG00290.1
AT1G43600		AT1G43600.1
AT3G22510		AT3G22510.1
AT3G17430		AT3G17430.2
AT4G01210		AT4G01210.1
AT1G06130	GLX2-4	AT1G06130.1
AT1G66700	PXMT1	AT1G66700.1
AT1G50180		AT1G50180.1
AT1G29350		AT1G29350.1
AT1G79540		AT1G79540.1
AT1G13150	CYP86C4	AT1G13150.1
AT1G79090	PAT1	AT1G79090.2
ATCG01100	NDHA	ATCG01100.1
AT1G45233	THO5A	AT1G45233.2
AT1G73620		AT1G73620.1
AT5G62740	HIR1	AT5G62740.1
AT2G35880	WDL4	AT2G35880.3
AT1G32350	AOX3	AT1G32350.1
AT1G65690	NHL6	AT1G65690.1
AT1G11950		AT1G11950.1
AT4G38062		AT4G38062.1
AT5G47430		AT5G47430.6
AT5G56750	NDL1	AT5G56750.1
AT5G51920		AT5G51920.1
AT3G59080		AT3G59080.1
AT1G78410	VQ10	AT1G78410.2
AT5G55131		AT5G55131.1
AT2G01270	QSOX2	AT2G01270.1
AT5G01200		AT5G01200.1
AT2G30505		AT2G30505.1
AT1G30820		AT1G30820.1
AT1G01450		AT1G01450.1
AT3G29575	AFP3	AT3G29575.1
AT3G44510		AT3G44510.2
AT2G43970	LARP6B	AT2G43970.1
AT1G80200		AT1G80200.2
AT4G18030		AT4G18030.1
AT2G43020	PAO2	AT2G43020.1
AT5G02690		AT5G02690.1
AT4G34265		AT4G34265.3
AT1G09450	HASPIN	AT1G09450.1
AT1G51100		AT1G51100.1
AT3G44428		AT3G44428.1
AT3G28390	ABCB18	AT3G28390.1
AT3G18330		AT3G18330.1
AT1G65470	FAS1	AT1G65470.1
AT4G10750		AT4G10750.1
AT3G20830	UCNL	AT3G20830.1
AT4G36620	GATA19	AT4G36620.1
AT4G25960	ABCB2	AT4G25960.1
AT4G28310		AT4G28310.1
AT1G18020		AT1G18020.1
AT5G05987	PRA1A2	AT5G05987.1
AT2G13350		AT2G13350.1
AT5G67600	WIH1	AT5G67600.1
AT3G15450		AT3G15450.1
AT1G06200		AT1G06200.2
AT3G03200	NAC045	AT3G03200.1
AT3G01630		AT3G01630.2
AT1G02330	CSU2	AT1G02330.1
AT3G51070		AT3G51070.1
AT2G20270		AT2G20270.2
AT3G23400	PAP6	AT3G23400.1
AT2G28170	CHX7	AT2G28170.1
AT3G02980	MCC1	AT3G02980.1
AT3G14210	ESM1	AT3G14210.1
AT2G20370	MUR3	AT2G20370.1
AT5G04370	NAMT1	AT5G04370.2
AT5G64030		AT5G64030.1
AT1G72110		AT1G72110.1
AT4G21903		AT4G21903.2
AT1G57820	ORTH2	AT1G57820.1
AT1G08570	ACHT4	AT1G08570.1
AT4G28500	NAC073	AT4G28500.1
AT3G22415		AT3G22415.1
AT1G18590	SOT17	AT1G18590.1
AT3G55120	CHI1	AT3G55120.1
AT3G55020		AT3G55020.1
AT2G25490	EBF1	AT2G25490.1
AT1G21722		AT1G21722.1
AT1G23790		AT1G23790.1
AT4G12060	CLPT2	AT4G12060.1
AT2G28660		AT2G28660.1
AT4G38830	CRK26	AT4G38830.1
AT5G39410		AT5G39410.1
AT5G05460	ENGASE1	AT5G05460.1
AT3G30210	ATMYB121	AT3G30210.1
AT5G48560	BHLH78	AT5G48560.1
AT1G05360	KMS2	AT1G05360.1
AT1G04090		AT1G04090.1
AT3G16555		AT3G16555.1
AT3G07900	OFUT24	AT3G07900.1
AT3G11950		AT3G11950.3
AT4G20320		AT4G20320.6
AT2G40120		AT2G40120.1
AT1G10950	TMN1	AT1G10950.1
AT4G13890	SHM5	AT4G13890.1
AT1G48980		AT1G48980.1
AT1G03370		AT1G03370.1
AT1G52300	RPL37B	AT1G52300.1
AT3G19260	LAG2	AT3G19260.1
AT4G39970		AT4G39970.1
AT1G74290		AT1G74290.1
AT3G62090	PIF6	AT3G62090.2
AT4G19490	VPS54	AT4G19490.2
AT3G63000	NPL41	AT3G63000.1
AT5G19300		AT5G19300.1
AT1G44224		AT1G44224.1
AT1G02430	ATARFD1B	AT1G02430.1
AT5G52940		AT5G52940.1
AT2G36570	PXC1	AT2G36570.1
AT2G42395		AT2G42395.1
AT2G15860		AT2G15860.2
AT5G03470	B'ALPHA	AT5G03470.1
AT4G37925	NDHM	AT4G37925.1
AT5G01970		AT5G01970.1
AT3G14670		AT3G14670.3
AT5G03480		AT5G03480.1
AT1G17550	HAB2	AT1G17550.1
AT1G70500		AT1G70500.1
AT1G11145		AT1G11145.1
AT4G16480	INT4	AT4G16480.1
AT5G63130		AT5G63130.2
AT4G00730	ANL2	AT4G00730.1
AT5G59670		AT5G59670.2
ATMG00110	CCB206	ATMG00110.1
